Ref_Date,GEO,GROUP,Vector,Coordinate,Value
2014/2015,Manitoba,Nursing,v62427255,8.14,4076.00000000
2015/2016,Manitoba,Nursing,v62427255,8.14,5033.00000000
2016/2017,Manitoba,Nursing,v62427255,8.14,5056.00000000
2007/2008,Manitoba,Pharmacy,v62427256,8.15,5548.00000000
2008/2009,Manitoba,Pharmacy,v62427256,8.15,5556.00000000
2009/2010,Manitoba,Pharmacy,v62427256,8.15,5890.00000000
2010/2011,Manitoba,Pharmacy,v62427256,8.15,6194.00000000
2011/2012,Manitoba,Pharmacy,v62427256,8.15,6131.00000000
2012/2013,Manitoba,Pharmacy,v62427256,8.15,6294.00000000
2013/2014,Manitoba,Pharmacy,v62427256,8.15,6780.00000000
2014/2015,Manitoba,Pharmacy,v62427256,8.15,7582.00000000
2015/2016,Manitoba,Pharmacy,v62427256,8.15,7768.00000000
2016/2017,Manitoba,Pharmacy,v62427256,8.15,7861.00000000
2006/2007,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,2780.00000000
2007/2008,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3466.00000000
2008/2009,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3294.00000000
2009/2010,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3346.00000000
2010/2011,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3618.00000000
2011/2012,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3639.00000000
2012/2013,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3433.00000000
2013/2014,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3484.00000000
2014/2015,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3554.00000000
2015/2016,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3636.00000000
2016/2017,Manitoba,"Other health, parks, recreation and fitness",v62427257,8.17,3679.00000000
2006/2007,Saskatchewan,Education,v62427266,9.1,4481.00000000
2007/2008,Saskatchewan,Education,v62427266,9.1,4479.00000000
2008/2009,Saskatchewan,Education,v62427266,9.1,4479.00000000
2009/2010,Saskatchewan,Education,v62427266,9.1,4615.00000000
2010/2011,Saskatchewan,Education,v62427266,9.1,4834.00000000
2011/2012,Saskatchewan,Education,v62427266,9.1,5113.00000000
2012/2013,Saskatchewan,Education,v62427266,9.1,5361.00000000
2013/2014,Saskatchewan,Education,v62427266,9.1,5588.00000000
2014/2015,Saskatchewan,Education,v62427266,9.1,5795.00000000
2015/2016,Saskatchewan,Education,v62427266,9.1,5967.00000000
2016/2017,Saskatchewan,Education,v62427266,9.1,6185.00000000
2006/2007,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4410.00000000
2007/2008,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4413.00000000
2008/2009,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4414.00000000
2009/2010,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4548.00000000
2010/2011,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,4762.00000000
2011/2012,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5213.00000000
2012/2013,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5394.00000000
2013/2014,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5669.00000000
2014/2015,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,5909.00000000
2015/2016,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,6169.00000000
2016/2017,Saskatchewan,"Visual and performing arts, and communications technologies",v62427274,9.2,6377.00000000
2006/2007,Saskatchewan,Humanities,v62427275,9.3,4410.00000000
2007/2008,Saskatchewan,Humanities,v62427275,9.3,4409.00000000
2008/2009,Saskatchewan,Humanities,v62427275,9.3,4414.00000000
2009/2010,Saskatchewan,Humanities,v62427275,9.3,4548.00000000
2010/2011,Saskatchewan,Humanities,v62427275,9.3,4756.00000000
2011/2012,Saskatchewan,Humanities,v62427275,9.3,4951.00000000
2012/2013,Saskatchewan,Humanities,v62427275,9.3,5182.00000000
2013/2014,Saskatchewan,Humanities,v62427275,9.3,5450.00000000
2014/2015,Saskatchewan,Humanities,v62427275,9.3,5647.00000000
2015/2016,Saskatchewan,Humanities,v62427275,9.3,5856.00000000
2016/2017,Saskatchewan,Humanities,v62427275,9.3,6052.00000000
2006/2007,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4409.00000000
2007/2008,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4409.00000000
2008/2009,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4414.00000000
2009/2010,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4548.00000000
2010/2011,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4764.00000000
2011/2012,Saskatchewan,Social and behavioural sciences,v62427276,9.4,4989.00000000
2012/2013,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5113.00000000
2013/2014,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5331.00000000
2014/2015,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5607.00000000
2015/2016,Saskatchewan,Social and behavioural sciences,v62427276,9.4,5817.00000000
2016/2017,Saskatchewan,Social and behavioural sciences,v62427276,9.4,6003.00000000
2006/2007,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,6840.00000000
2007/2008,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,6840.00000000
2008/2009,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,6840.00000000
2009/2010,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,7353.00000000
2010/2011,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,8070.00000000
2011/2012,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,8490.00000000
2012/2013,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,9900.00000000
2013/2014,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,11400.00000000
2014/2015,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,12015.00000000
2015/2016,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,12255.00000000
2016/2017,Saskatchewan,"Law, legal professions and studies",v62427277,9.5,12624.00000000
2006/2007,Saskatchewan,"Business, management and public administration",v62427278,9.6,4963.00000000
2007/2008,Saskatchewan,"Business, management and public administration",v62427278,9.6,4960.00000000
2008/2009,Saskatchewan,"Business, management and public administration",v62427278,9.6,4960.00000000
2009/2010,Saskatchewan,"Business, management and public administration",v62427278,9.6,5184.00000000
2010/2011,Saskatchewan,"Business, management and public administration",v62427278,9.6,5471.00000000
2011/2012,Saskatchewan,"Business, management and public administration",v62427278,9.6,5788.00000000
2012/2013,Saskatchewan,"Business, management and public administration",v62427278,9.6,6036.00000000
2013/2014,Saskatchewan,"Business, management and public administration",v62427278,9.6,6271.00000000
2014/2015,Saskatchewan,"Business, management and public administration",v62427278,9.6,6497.00000000
2015/2016,Saskatchewan,"Business, management and public administration",v62427278,9.6,6779.00000000
2016/2017,Saskatchewan,"Business, management and public administration",v62427278,9.6,6997.00000000
2006/2007,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4474.00000000
2007/2008,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4473.00000000
2008/2009,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4473.00000000
2009/2010,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4612.00000000
2010/2011,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,4825.00000000
2011/2012,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5138.00000000
2012/2013,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5328.00000000
2013/2014,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5564.00000000
2014/2015,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5847.00000000
2015/2016,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,5990.00000000
2016/2017,Saskatchewan,Physical and life sciences and technologies,v62427279,9.7,6172.00000000
2006/2007,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4462.00000000
2007/2008,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4456.00000000
2008/2009,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4456.00000000
2009/2010,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4592.00000000
2010/2011,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,4810.00000000
2011/2012,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5203.00000000
2012/2013,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5319.00000000
2013/2014,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5541.00000000
2014/2015,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,5933.00000000
2015/2016,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,6100.00000000
2016/2017,Saskatchewan,"Mathematics, computer and information sciences",v62427280,9.8,6301.00000000
2006/2007,Saskatchewan,Engineering,v62427281,9.9,5222.00000000
2007/2008,Saskatchewan,Engineering,v62427281,9.9,5223.00000000
2008/2009,Saskatchewan,Engineering,v62427281,9.9,5223.00000000
2009/2010,Saskatchewan,Engineering,v62427281,9.9,5448.00000000
2010/2011,Saskatchewan,Engineering,v62427281,9.9,5748.00000000
2011/2012,Saskatchewan,Engineering,v62427281,9.9,6273.00000000
2012/2013,Saskatchewan,Engineering,v62427281,9.9,6702.00000000
2013/2014,Saskatchewan,Engineering,v62427281,9.9,6094.00000000
2014/2015,Saskatchewan,Engineering,v62427281,9.9,6384.00000000
2015/2016,Saskatchewan,Engineering,v62427281,9.9,6763.00000000
2016/2017,Saskatchewan,Engineering,v62427281,9.9,6829.00000000
2006/2007,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4524.00000000
2007/2008,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4523.00000000
2008/2009,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4524.00000000
2009/2010,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4659.00000000
2010/2011,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4866.00000000
2011/2012,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,4983.00000000
2012/2013,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5190.00000000
2013/2014,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5424.00000000
2014/2015,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5658.00000000
2015/2016,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5824.00000000
2016/2017,Saskatchewan,"Agriculture, natural resources and conservation",v62427267,9.11,5972.00000000
2007/2008,Saskatchewan,Dentistry,v62427268,9.12,32000.00000000
2008/2009,Saskatchewan,Dentistry,v62427268,9.12,32000.00000000
2009/2010,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2010/2011,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2011/2012,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2012/2013,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2013/2014,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2014/2015,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2015/2016,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2016/2017,Saskatchewan,Dentistry,v62427268,9.12,32960.00000000
2006/2007,Saskatchewan,Medicine,v62427269,9.13,11036.00000000
2007/2008,Saskatchewan,Medicine,v62427269,9.13,11036.00000000
2008/2009,Saskatchewan,Medicine,v62427269,9.13,11036.00000000
2009/2010,Saskatchewan,Medicine,v62427269,9.13,11367.00000000
2010/2011,Saskatchewan,Medicine,v62427269,9.13,12276.00000000
2011/2012,Saskatchewan,Medicine,v62427269,9.13,12921.00000000
2012/2013,Saskatchewan,Medicine,v62427269,9.13,13890.00000000
2013/2014,Saskatchewan,Medicine,v62427269,9.13,14930.00000000
2014/2015,Saskatchewan,Medicine,v62427269,9.13,15530.00000000
2015/2016,Saskatchewan,Medicine,v62427269,9.13,15840.00000000
2016/2017,Saskatchewan,Medicine,v62427269,9.13,16236.00000000
2007/2008,Saskatchewan,Nursing,v62427270,9.14,4779.00000000
2008/2009,Saskatchewan,Nursing,v62427270,9.14,4779.00000000
2009/2010,Saskatchewan,Nursing,v62427270,9.14,4922.00000000
2010/2011,Saskatchewan,Nursing,v62427270,9.14,5141.00000000
2011/2012,Saskatchewan,Nursing,v62427270,9.14,5264.00000000
2012/2013,Saskatchewan,Nursing,v62427270,9.14,5516.00000000
2013/2014,Saskatchewan,Nursing,v62427270,9.14,5913.00000000
2014/2015,Saskatchewan,Nursing,v62427270,9.14,6211.00000000
2015/2016,Saskatchewan,Nursing,v62427270,9.14,6998.00000000
2016/2017,Saskatchewan,Nursing,v62427270,9.14,7187.00000000
2008/2009,Saskatchewan,Pharmacy,v62427271,9.15,6670.00000000
2009/2010,Saskatchewan,Pharmacy,v62427271,9.15,7102.00000000
2010/2011,Saskatchewan,Pharmacy,v62427271,9.15,7510.00000000
2011/2012,Saskatchewan,Pharmacy,v62427271,9.15,7750.00000000
2012/2013,Saskatchewan,Pharmacy,v62427271,9.15,8146.00000000
2013/2014,Saskatchewan,Pharmacy,v62427271,9.15,7250.00000000
2014/2015,Saskatchewan,Pharmacy,v62427271,9.15,7543.00000000
2015/2016,Saskatchewan,Pharmacy,v62427271,9.15,7609.00000000
2016/2017,Saskatchewan,Pharmacy,v62427271,9.15,7805.00000000
2007/2008,Saskatchewan,Veterinary medicine,v62427272,9.16,6553.00000000
2008/2009,Saskatchewan,Veterinary medicine,v62427272,9.16,6553.00000000
2009/2010,Saskatchewan,Veterinary medicine,v62427272,9.16,6750.00000000
2010/2011,Saskatchewan,Veterinary medicine,v62427272,9.16,7020.00000000
2011/2012,Saskatchewan,Veterinary medicine,v62427272,9.16,7174.00000000
2012/2013,Saskatchewan,Veterinary medicine,v62427272,9.16,7497.00000000
2013/2014,Saskatchewan,Veterinary medicine,v62427272,9.16,7872.00000000
2014/2015,Saskatchewan,Veterinary medicine,v62427272,9.16,8266.00000000
2015/2016,Saskatchewan,Veterinary medicine,v62427272,9.16,8680.00000000
2016/2017,Saskatchewan,Veterinary medicine,v62427272,9.16,9114.00000000
2006/2007,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4524.00000000
2007/2008,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4524.00000000
2008/2009,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4462.00000000
2009/2010,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4593.00000000
2010/2011,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,4812.00000000
2011/2012,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5202.00000000
2012/2013,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5390.00000000
2013/2014,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5627.00000000
2014/2015,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,5916.00000000
2015/2016,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,6131.00000000
2016/2017,Saskatchewan,"Other health, parks, recreation and fitness",v62427273,9.17,6342.00000000
2006/2007,Alberta,Education,v62427129,10.1,4589.00000000
2007/2008,Alberta,Education,v62427129,10.1,4816.00000000
2008/2009,Alberta,Education,v62427129,10.1,4873.00000000
2009/2010,Alberta,Education,v62427129,10.1,5073.00000000
2010/2011,Alberta,Education,v62427129,10.1,5149.00000000
2011/2012,Alberta,Education,v62427129,10.1,5166.00000000
2012/2013,Alberta,Education,v62427129,10.1,5221.00000000
2013/2014,Alberta,Education,v62427129,10.1,5230.00000000
2014/2015,Alberta,Education,v62427129,10.1,5286.00000000
2015/2016,Alberta,Education,v62427129,10.1,5284.00000000
2016/2017,Alberta,Education,v62427129,10.1,5284.00000000
2006/2007,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4435.00000000
2007/2008,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4665.00000000
2008/2009,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4798.00000000
2009/2010,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4747.00000000
2010/2011,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4818.00000000
2011/2012,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4834.00000000
2012/2013,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4940.00000000
2013/2014,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4934.00000000
2014/2015,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4980.00000000
2015/2016,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4977.00000000
2016/2017,Alberta,"Visual and performing arts, and communications technologies",v62427137,10.2,4971.00000000
2006/2007,Alberta,Humanities,v62427138,10.3,4610.00000000
2007/2008,Alberta,Humanities,v62427138,10.3,4838.00000000
2008/2009,Alberta,Humanities,v62427138,10.3,4850.00000000
2009/2010,Alberta,Humanities,v62427138,10.3,5063.00000000
2010/2011,Alberta,Humanities,v62427138,10.3,5139.00000000
2011/2012,Alberta,Humanities,v62427138,10.3,5157.00000000
2012/2013,Alberta,Humanities,v62427138,10.3,5023.00000000
2013/2014,Alberta,Humanities,v62427138,10.3,5014.00000000
2014/2015,Alberta,Humanities,v62427138,10.3,5076.00000000
2015/2016,Alberta,Humanities,v62427138,10.3,5076.00000000
2016/2017,Alberta,Humanities,v62427138,10.3,5076.00000000
2006/2007,Alberta,Social and behavioural sciences,v62427139,10.4,4644.00000000
2007/2008,Alberta,Social and behavioural sciences,v62427139,10.4,4793.00000000
2008/2009,Alberta,Social and behavioural sciences,v62427139,10.4,4873.00000000
2009/2010,Alberta,Social and behavioural sciences,v62427139,10.4,5072.00000000
2010/2011,Alberta,Social and behavioural sciences,v62427139,10.4,5148.00000000
2011/2012,Alberta,Social and behavioural sciences,v62427139,10.4,5165.00000000
2012/2013,Alberta,Social and behavioural sciences,v62427139,10.4,5136.00000000
2013/2014,Alberta,Social and behavioural sciences,v62427139,10.4,5124.00000000
2014/2015,Alberta,Social and behavioural sciences,v62427139,10.4,5165.00000000
2015/2016,Alberta,Social and behavioural sciences,v62427139,10.4,5170.00000000
2016/2017,Alberta,Social and behavioural sciences,v62427139,10.4,5170.00000000
2006/2007,Alberta,"Law, legal professions and studies",v62427140,10.5,9328.00000000
2007/2008,Alberta,"Law, legal professions and studies",v62427140,10.5,9539.00000000
2008/2009,Alberta,"Law, legal professions and studies",v62427140,10.5,10229.00000000
2009/2010,Alberta,"Law, legal professions and studies",v62427140,10.5,8295.00000000
2010/2011,Alberta,"Law, legal professions and studies",v62427140,10.5,10666.00000000
2011/2012,Alberta,"Law, legal professions and studies",v62427140,10.5,10893.00000000
2012/2013,Alberta,"Law, legal professions and studies",v62427140,10.5,11132.00000000
2013/2014,Alberta,"Law, legal professions and studies",v62427140,10.5,11170.00000000
2014/2015,Alberta,"Law, legal professions and studies",v62427140,10.5,11331.00000000
2015/2016,Alberta,"Law, legal professions and studies",v62427140,10.5,11372.00000000
2016/2017,Alberta,"Law, legal professions and studies",v62427140,10.5,11372.00000000
2006/2007,Alberta,"Business, management and public administration",v62427141,10.6,4532.00000000
2007/2008,Alberta,"Business, management and public administration",v62427141,10.6,4720.00000000
2008/2009,Alberta,"Business, management and public administration",v62427141,10.6,4842.00000000
2009/2010,Alberta,"Business, management and public administration",v62427141,10.6,5043.00000000
2010/2011,Alberta,"Business, management and public administration",v62427141,10.6,5119.00000000
2011/2012,Alberta,"Business, management and public administration",v62427141,10.6,5640.00000000
2012/2013,Alberta,"Business, management and public administration",v62427141,10.6,6094.00000000
2013/2014,Alberta,"Business, management and public administration",v62427141,10.6,6091.00000000
2014/2015,Alberta,"Business, management and public administration",v62427141,10.6,6111.00000000
2015/2016,Alberta,"Business, management and public administration",v62427141,10.6,5828.00000000
2016/2017,Alberta,"Business, management and public administration",v62427141,10.6,5894.00000000
2006/2007,Alberta,Physical and life sciences and technologies,v62427142,10.7,4598.00000000
2007/2008,Alberta,Physical and life sciences and technologies,v62427142,10.7,4780.00000000
2008/2009,Alberta,Physical and life sciences and technologies,v62427142,10.7,4899.00000000
2009/2010,Alberta,Physical and life sciences and technologies,v62427142,10.7,5100.00000000
2010/2011,Alberta,Physical and life sciences and technologies,v62427142,10.7,5177.00000000
2011/2012,Alberta,Physical and life sciences and technologies,v62427142,10.7,5194.00000000
2012/2013,Alberta,Physical and life sciences and technologies,v62427142,10.7,5267.00000000
2013/2014,Alberta,Physical and life sciences and technologies,v62427142,10.7,5268.00000000
2014/2015,Alberta,Physical and life sciences and technologies,v62427142,10.7,5320.00000000
2015/2016,Alberta,Physical and life sciences and technologies,v62427142,10.7,5325.00000000
2016/2017,Alberta,Physical and life sciences and technologies,v62427142,10.7,5325.00000000
2006/2007,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4562.00000000
2007/2008,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4706.00000000
2008/2009,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,4871.00000000
2009/2010,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5057.00000000
2010/2011,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5133.00000000
2011/2012,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5150.00000000
2012/2013,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5201.00000000
2013/2014,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5199.00000000
2014/2015,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5259.00000000
2015/2016,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5283.00000000
2016/2017,Alberta,"Mathematics, computer and information sciences",v62427143,10.8,5284.00000000
2006/2007,Alberta,Engineering,v62427144,10.9,4562.00000000
2007/2008,Alberta,Engineering,v62427144,10.9,4711.00000000
2008/2009,Alberta,Engineering,v62427144,10.9,4925.00000000
2009/2010,Alberta,Engineering,v62427144,10.9,4485.00000000
2010/2011,Alberta,Engineering,v62427144,10.9,5401.00000000
2011/2012,Alberta,Engineering,v62427144,10.9,5815.00000000
2012/2013,Alberta,Engineering,v62427144,10.9,5886.00000000
2013/2014,Alberta,Engineering,v62427144,10.9,5871.00000000
2014/2015,Alberta,Engineering,v62427144,10.9,5920.00000000
2015/2016,Alberta,Engineering,v62427144,10.9,6365.00000000
2016/2017,Alberta,Engineering,v62427144,10.9,6365.00000000
2006/2007,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4415.00000000
2007/2008,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4734.00000000
2008/2009,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,4841.00000000
2009/2010,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5063.00000000
2010/2011,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5139.00000000
2011/2012,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5156.00000000
2012/2013,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5218.00000000
2013/2014,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5218.00000000
2014/2015,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5273.00000000
2015/2016,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5184.00000000
2016/2017,Alberta,"Agriculture, natural resources and conservation",v62427130,10.11,5196.00000000
2007/2008,Alberta,Dentistry,v62427131,10.12,17761.00000000
2008/2009,Alberta,Dentistry,v62427131,10.12,18578.00000000
2009/2010,Alberta,Dentistry,v62427131,10.12,19340.00000000
2010/2011,Alberta,Dentistry,v62427131,10.12,19630.00000000
2011/2012,Alberta,Dentistry,v62427131,10.12,19699.00000000
2012/2013,Alberta,Dentistry,v62427131,10.12,19984.00000000
2013/2014,Alberta,Dentistry,v62427131,10.12,19984.00000000
2014/2015,Alberta,Dentistry,v62427131,10.12,20184.00000000
2015/2016,Alberta,Dentistry,v62427131,10.12,20184.00000000
2016/2017,Alberta,Dentistry,v62427131,10.12,20184.00000000
2006/2007,Alberta,Medicine,v62427132,10.13,11313.00000000
2007/2008,Alberta,Medicine,v62427132,10.13,11610.00000000
2008/2009,Alberta,Medicine,v62427132,10.13,12197.00000000
2009/2010,Alberta,Medicine,v62427132,10.13,10196.00000000
2010/2011,Alberta,Medicine,v62427132,10.13,12920.00000000
2011/2012,Alberta,Medicine,v62427132,10.13,12967.00000000
2012/2013,Alberta,Medicine,v62427132,10.13,13274.00000000
2013/2014,Alberta,Medicine,v62427132,10.13,13277.00000000
2014/2015,Alberta,Medicine,v62427132,10.13,13317.00000000
2015/2016,Alberta,Medicine,v62427132,10.13,13328.00000000
2016/2017,Alberta,Medicine,v62427132,10.13,13328.00000000
2007/2008,Alberta,Nursing,v62427133,10.14,5622.00000000
2008/2009,Alberta,Nursing,v62427133,10.14,5870.00000000
2009/2010,Alberta,Nursing,v62427133,10.14,6056.00000000
2010/2011,Alberta,Nursing,v62427133,10.14,6147.00000000
2011/2012,Alberta,Nursing,v62427133,10.14,6167.00000000
2012/2013,Alberta,Nursing,v62427133,10.14,5628.00000000
2013/2014,Alberta,Nursing,v62427133,10.14,5655.00000000
2014/2015,Alberta,Nursing,v62427133,10.14,5725.00000000
2015/2016,Alberta,Nursing,v62427133,10.14,5784.00000000
2016/2017,Alberta,Nursing,v62427133,10.14,5785.00000000
2007/2008,Alberta,Pharmacy,v62427134,10.15,4686.00000000
2008/2009,Alberta,Pharmacy,v62427134,10.15,4900.00000000
2009/2010,Alberta,Pharmacy,v62427134,10.15,5101.00000000
2010/2011,Alberta,Pharmacy,v62427134,10.15,5177.00000000
2011/2012,Alberta,Pharmacy,v62427134,10.15,8582.00000000
2012/2013,Alberta,Pharmacy,v62427134,10.15,9889.00000000
2013/2014,Alberta,Pharmacy,v62427134,10.15,9889.00000000
2014/2015,Alberta,Pharmacy,v62427134,10.15,9987.00000000
2015/2016,Alberta,Pharmacy,v62427134,10.15,9987.00000000
2016/2017,Alberta,Pharmacy,v62427134,10.15,9987.00000000
2009/2010,Alberta,Veterinary medicine,v62427135,10.16,10410.00000000
2010/2011,Alberta,Veterinary medicine,v62427135,10.16,10566.00000000
2011/2012,Alberta,Veterinary medicine,v62427135,10.16,10603.00000000
2012/2013,Alberta,Veterinary medicine,v62427135,10.16,10756.00000000
2013/2014,Alberta,Veterinary medicine,v62427135,10.16,10756.00000000
2014/2015,Alberta,Veterinary medicine,v62427135,10.16,10864.00000000
2015/2016,Alberta,Veterinary medicine,v62427135,10.16,10864.00000000
2016/2017,Alberta,Veterinary medicine,v62427135,10.16,10864.00000000
2006/2007,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,4562.00000000
2007/2008,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,7603.00000000
2008/2009,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,7185.00000000
2009/2010,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5034.00000000
2010/2011,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5109.00000000
2011/2012,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5126.00000000
2012/2013,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5087.00000000
2013/2014,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5208.00000000
2014/2015,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5199.00000000
2015/2016,Alberta,"Other health, parks, recreation and fitness",v62427136,10.17,5187.00000000
